42.354541,-71.268112,'01104475
33.905658,-84.224921,'02336030
34.08233,-83.85462,'02217274
38.95978,-77.17567,'01646305
39.885,-74.50527778,'01466500
39.496497,-76.34746,'01581752
38.908889,-77.338263,'01645762
38.901111,-76.942194,'01651800
39.330083,-76.534889,'01585230
38.88239,-77.431905,'01656903
40.027326,-75.844945,'01480400
45.476787,-122.498424,'14211499
45.470952,-121.865357,'14138720
34.096489,-84.079634,'02334578
45.48011889,-122.0256385,'14138870
46.782148,-87.87763,'04043238
47.70677144,-121.6001069,'12147600
38.884695,-77.332429,'01645704
34.010383,-83.894068,'02218565
40.77994627,-111.806045,'10172200
33.821497,-83.942408,'02207400
45.49428561,-122.0359167,'14138900
33.965101,-84.264923,'02335350
43.431227,-123.586757,'14320934
34.1326,-84.069911,'02334480
39.11194,-94.47222,'06893620
43.25367,-77.74223,'0422026250
48.83261,-122.33905,'12210900
28.38500749,-81.6164632,'02266200
33.778163,-84.037969,'02207185
46.785759,-87.852352,'04043244
33.688997,-84.33048,'02203700
43.45215258,-110.7040913,'13018300
47.947326,-121.626783,'12137290
39.033139,-76.964278,'01649190
33.794273,-84.474375,'02336526
45.486509,-122.421757,'14211400
33.753477,-81.601771,'02172300
45.44456402,-122.1095292,'14139800
40.73523,-111.47603,'10129900
33.340672,-85.22689,'02338523
33.534549,-86.562485,'02423397
33.815107,-83.990188,'02207385
38.88743023,-117.2453673,'10249300
47.68926929,-121.7134457,'12148000
42.976943,-89.539566,'05435943
42.03731639,-72.9389911,'01187300
30.282184,-81.740376,'02246459
48.82292454,-120.1459245,'12447390
48.6715,-122.1396,'12209490
33.678997,-84.357981,'02203655
45.41539777,-122.1714746,'14141500
38.81289066,-77.22831581,'01654000
44.20957081,-122.256733,'14161500
44.6529,-122.130908,'14180300
33.869167,-84.378889,'02336360
45.4776202,-122.5078686,'14211500
33.711213,-86.696101,'02455980
33.802883,-84.340759,'02336240
45.049965,-93.310227,'05288705
35.99083333,-81.55833333,'02111000
47.476667,-116.221667,'12413370
38.485718,-109.411104,'09183600
47.69676817,-121.7873379,'12148300
43.13034057,-77.5186085,'04232050
42.410925,-71.791183,'01095220
41.6906115,-80.04811219,'03022540
33.917607,-83.887958,'02208150
33.95388889,-84.44333333,'02335870
45.403452,-122.754819,'14206950
33.5176059,-86.8791584,'02458450
45.680669,-123.07122,'14205400
39.02556175,-94.34383852,'06893890
40.723838,-111.519644,'10133650
33.527222,-84.936389,'02337498
33.743441,-84.568266,'02336728
33.831493,-84.342703,'02336120
38.9199077,-119.9724036,'10336780
33.838438,-84.439373,'02336410
33.219285,-96.891948,'08052745
47.37010733,-121.6251009,'12115000
44.45966,-110.82243,'06036805
34.883982,-83.721562,'03544970
42.70341694,-72.6706475,'01170100
43.91429242,-122.6886762,'14150800
40.16138889,-74.1547222,'01408000
42.37287,-71.828128,'01095375
34.70083333,-83.72888889,'02330450
41.69589,-80.10811,'03022554
39.98566144,-75.82744675,'01480500
41.38951168,-77.6908191,'01545600
36.39777778,-79.19666667,'02077200
34.03232319,-84.08935639,'02334885
45.4981743,-122.0123049,'14138850
39.57005556,-79.10194444,'01596500
35.6675,-83.07361111,'03460000
33.597049,-86.868048,'02457595
40.97922,-83.653265,'04188496
37.552556,-90.842444,'07061270
31.02527778,-89.01666667,'02479155
45.452897,-122.64315,'14211550
35.77725369,-105.6580725,'08377900
38.9224078,-119.9915706,'10336610
39.96177343,-75.80133411,'01480617
43.042307,-71.200618,'01073319
47.51425666,-123.3298868,'12056500
40.75967,-111.564091,'10133800
38.97594346,-77.24581439,'01646000
40.15149064,-75.60130497,'01472157
36.355359,-94.776339,'07191222
38.61706,-79.86978,'03067510
38.594556,-75.291028,'01484525
41.57533955,-78.69224919,'03028000
40.146667,-74.122222,'01408029
34.71666667,-84.77,'02385800
44.85277778,-92.23833333,'05370000
44.910407,-120.440863,'14046890
45.254387,-109.699895,'06204070
33.653806,-84.821028,'02337410
41.89009153,-74.58987933,'01435000
35.39805556,-82.595,'03446000
45.34068289,-119.5158544,'14034470
36.376145,-97.800333,'07160350
33.36039,-84.58632,'02344630
43.50076,-110.8716,'13016450
43.3222222,-114.1066667,'13150430
34.884256,-92.701831,'07263296
37.66882166,-118.8176312,'03027500
41.55311761,-78.59613466,'02212600
33.0998535,-83.72351041,'01649500
38.96025,-76.92597222,'08052700
33.28344977,-96.8927805,'09196500
43.03050173,-109.7701526,'12137800
47.95926837,-121.7973447,'03092460
41.15700127,-81.0717621,'01581920
39.618889,-76.690306,'12116500
47.41704715,-121.792054,'02336300
33.81944444,-84.40777778,'03066000
39.12705242,-79.46838516,'03034500
40.83617561,-79.11003564,'07061290
37.493611,-90.838333,'14162200
44.16234819,-122.3331192,'02450250
34.28537757,-87.39890838,'12138160
47.90732356,-121.8153994,'03095500
41.29977898,-80.7584141,'14034500
45.3504062,-119.5500218,'02266300
28.33278738,-81.57979604,'14185900
44.54012357,-122.4359155,'03058000
39.00452778,-80.4733611,'01091000
43.01480528,-71.64146139,'01193500
41.55232124,-72.44925287,'12205000
48.90595739,-121.8443104,'14179000
44.75262179,-122.1289648,'14153500
43.72067785,-123.0497994,'01597500
39.50275,-79.12397222,'10133980
40.87078,-111.585204,'02201000
32.97570924,-82.60985398,'04077630
44.898031,-88.844273,'07048550
36.05397,-94.08326,'02137727
35.68583333,-82.06027778,'05331833
46.171341,-91.32935,'13018350
43.458333,-110.796111,'03456991
35.52305556,-82.84666667,'14338000
42.67873642,-122.7419867,'12117600
47.379546,-121.983448,'01544500
41.4758994,-77.82582513,'04063700
45.7635697,-88.4631785,'0423205010
43.14506276,-77.51194171,'11173575
37.540491,-121.856345,'03034000
40.93923105,-79.00836738,'12323770
46.18030056,-112.7859489,'14159200
44.04706704,-122.2178245,'02207120
33.772885,-84.058248,'071912213
36.322581,-94.685224,'01436690
41.638064,-74.616883,'12119000
47.48259993,-122.2034547,'14185000
44.39179225,-122.4975817,'14318000
43.2526179,-123.0261716,'03073000
39.92313056,-80.07255796,'04166500
42.37225901,-83.25548465,'03512000
35.46138889,-83.35361111,'06894000
39.10056091,-94.30050385,'02208450
33.64011554,-83.77906741,'14151000
43.94429299,-122.774794,'01362500
42.01425877,-74.27070269,'03038000
40.6547875,-79.34865114,'03042000
40.4734017,-79.18336747,'01433500
41.46148109,-74.7587746,'03028500
41.48617269,-78.67835946,'10396000
42.79083333,-118.8675,'0351706800
35.438333,-83.918889,'14159500
44.13595817,-122.248391,'14154500
43.7359565,-122.8734019,'14178000
44.70678854,-122.1011859,'14362000
42.0637361,-123.1114358,'02423496
33.369277,-86.784155,'03017500
41.60200599,-79.05003923,'02337000
33.77288466,-84.61465559,'13331500
45.61986694,-117.7265892,'01420500
41.94647708,-74.97960864,'04125460
44.19334009,-85.76978632,'03090500
41.0483912,-81.0012032,'02042500
37.43625765,-77.06080271,'03007800
41.81867578,-78.29279129,'01129200
45.0403236,-71.4439706,'14169000
44.12345657,-123.2998173,'07014000
37.974768,-91.204584,'13092747
42.5625,-114.494722,'04199500
41.38199001,-82.31682728,'01595800
44.62021,-110.86299,'14155500
39.44511111,-79.11080556,'05124480
43.79290124,-122.9914655,'03091500
47.9226749,-91.535126,'03039000
41.13144613,-80.97120183,'01431500
40.72034223,-79.51143324,'03047000
41.47620023,-75.17211857,'01481000
40.45888889,-79.4494444,'03076500
39.8698328,-75.59326233,'14091500
39.65361111,-79.40830556,'01481500
44.6262275,-121.4839433,'04142000
39.76941667,-75.57327778,'03102850
44.07252031,-84.01999392,'03036000
41.35366634,-80.39784533,'03106000
40.92756532,-79.29115083,'04121944
40.8170092,-80.24228371,'14330000
43.430858,-85.595599,'08070200
42.73040519,-122.5164248,'03079000
30.1454932,-95.12437563,'14145500
39.85979992,-79.22753116,'04200500
43.72206768,-122.438659,'11176900
41.38032368,-82.10459279,'07364133
37.62659915,-121.8830126,'03077500
33.86638889,-91.65611111,'06037500
39.80535485,-79.36420187,'04213500
44.6568722,-111.0682742,'01518700
42.46395001,-78.9350347,'02160700
41.95257385,-77.11524856,'05524500
34.50930392,-81.59815943,'14181500
40.87059306,-87.30669117,'01425000
44.75262194,-122.298412,'01417500
42.07480591,-75.39600945,'14316500
42.02480929,-75.11988987,'03020000
41.47895111,-79.4458796,'14366000
42.2415113,-123.1400485,'01400500
34.57304916,-117.3206018,'10261500
38.29094494,-80.64092421,'03189100
41.40004234,-86.70112916,'05515500
36.94482952,-82.15485693,'03524000
44.41234682,-122.6886956,'14187200
29.92190732,-82.42622461,'02321500
41.23922335,-80.88064197,'03094000
41.26616682,-80.47256971,'03103500
48.841782,-122.294326,'12210700
41.475923,-75.036281,'01432110
42.00314017,-75.38350814,'01426500
39.705,-106.725833,'394220106431500
32.73289717,-99.14062992,'08086212
46.48661442,-90.69629696,'04027000
37.58715679,-121.960793,'11179000
44.92771567,-110.3938099,'06188000
39.5823158,-78.30973117,'01611500
45.29984346,-122.3539746,'14210000
42.35400581,-123.4067276,'14369500
39.12288353,-79.68117409,'03069500
42.59586743,-82.90880998,'04165500
44.7079,-122.97287,'14184100
48.84483249,-122.5893389,'12213100
34.53541633,-81.54815796,'02160105
39.42230818,-80.27591867,'03061000
41.97314277,-75.17405814,'01421000
30.24465738,-95.45716163,'08068000
38.33898309,-81.84151796,'03200500
44.43639239,-85.69867924,'04124000
36.27842528,-95.9541622,'07177500
39.15037545,-80.03869104,'03054500
44.12484874,-122.47062,'14162500
38.28778013,-104.6010849,'07106500
43.80123517,-122.5608879,'14148000
44.86659278,-111.338288,'06038500
45.379287,-122.577313,'14211010
42.65540354,-122.7150408,'14337600
35.60888889,-82.57805556,'03451500
41.27368301,-77.32414028,'01549700
37.20414942,-113.1807789,'09406000
37.85159385,-120.6379816,'11302000
44.36306,-85.820905,'04124200
29.84884769,-82.71512037,'02322500
43.9456815,-122.8372967,'14150000
39.82757674,-79.37253534,'03081000
34.15694444,-84.07888889,'02334430
41.96060084,-83.53104619,'04176500
41.03672598,-80.5361815,'03099500
39.51761667,-119.7416444,'10348200
37.72965078,-121.1104934,'11303000
44.676959,-84.292515,'04136000
38.74192846,-108.0809032,'09149500
34.16315298,-84.74104742,'02394000
33.9126719,-78.71501746,'02110500
44.071237,-122.964527,'14164900
44.889369,-111.580243,'06038800
33.99722222,-84.20194444,'02335000
39.31981459,-80.02507794,'03056000
42.52484711,-122.8428203,'14339000
42.56716598,-109.930151,'09205000
46.84046563,-115.6207033,'13340600
28.36972837,-80.8725578,'02232400
29.26412761,-98.49084933,'08181500
38.50852336,-122.9277737,'11467000
43.99818166,-122.9059126,'14152000
39.43508661,-80.13257887,'03057000
43.27205997,-123.4122993,'14319500
44.66001385,-84.13111674,'04136500
40.45451171,-79.39087237,'03044000
37.72428744,-80.64146806,'03183500
44.25945,-85.941742,'04125550
30.70410062,-83.03319553,'02317500
33.829893,-79.043647,'02110704
33.85916667,-84.45444444,'02336000
39.44703879,-78.65418167,'01608500
41.11755906,-78.10889601,'01542500
44.612778,-83.837778,'04136900
29.911621,-82.860403,'02322800
47.907783,-99.416242,'05055300
41.86731,-75.213783,'01427207
42.58458091,-121.8497366,'11501000
39.58463448,-119.4412872,'10351600
44.560847,-83.802764,'04137005
42.15645225,-78.71530884,'03011020
35.5731511,-95.0688458,'07198000
38.85830812,-110.3701469,'09328500
48.3566308,-114.037618,'12362500
40.24007039,-79.80643449,'03083500
39.77737222,-119.3375222,'10351700
39.26385827,-110.3465461,'09314500
29.22218531,-98.35584627,'08181800
44.43640447,-83.4338609,'04137500
41.75675495,-75.05738968,'01427510
37.62687523,-120.9879889,'11290000
39.714489,-86.200543,'03353611
38.63546011,-121.2277262,'11446500
41.5089782,-74.98572346,'01428500
42.43734597,-122.9872678,'14359000
33.65666667,-84.67361111,'02337170
38.35693374,-108.8334347,'09171100
41.84144917,-79.01198463,'03012550
45.49020577,-111.6341382,'06041000
40.88867389,-80.33700835,'03105500
46.89965,-113.7564872,'12340000
38.723611,-87.664444,'03346500
43.434746,-85.665324,'04121970
34.050982,-81.209542,'02168504
39.4975477,-86.40054952,'03354000
42.43039607,-123.3178365,'14361500
43.141722,-77.616306,'04231600
34.01404162,-81.0878717,'02169000
45.1118797,-110.7943814,'06191500
44.49872933,-121.3211558,'14076500
39.1524611,-119.0988889,'10301500
34.5962504,-81.4220423,'02156500
34.05710829,-79.24698974,'02135000
47.43277097,-98.02759541,'05057000
42.56485858,-121.8794593,'11502500
33.90954178,-98.53366629,'07312500
36.8013939,-107.6981135,'09355500
39.66498738,-105.0041491,'06711565
46.70327639,-92.41880167,'04024000
44.27040126,-123.1737036,'14166000
41.8292138,-86.25973245,'04101500
40.21551712,-109.7834764,'09302000
42.223478,-121.794171,'11507500
45.32580895,-87.663446,'04067500
42.58038667,-124.0595333,'14372300
47.03387183,-98.08370769,'05058000
39.82507696,-79.92283293,'03072655
44.49234074,-121.298377,'14087400
38.79720805,-109.1951142,'09180000
38.253614,-104.606085,'07099970
44.63873283,-123.1067616,'14174000
43.45173505,-76.50521917,'04249000
41.34669805,-88.18644871,'05527500
38.32921611,-89.87926914,'05595000
40.26229225,-79.90115974,'03075070
46.47833333,-116.2575,'13340000
38.75303944,-108.0784031,'09144250
38.24805799,-104.3991356,'07109500
44.528604,-88.010104,'040851385
46.86107501,-96.7836924,'05054000
29.596358,-81.683138,'02244040
42.13319946,-121.9622313,'11509500
36.72278043,-108.2256302,'09365000
42.123081,-89.25594,'05440700
46.50027778,-116.3925,'13341050
44.72595225,-121.2469939,'14092500
45.284563,-122.961489,'14197900
37.3099386,-120.9310369,'11261500
46.44849828,-116.8273749,'13342500
45.62206783,-120.9025647,'14103000
45.51845163,-122.6678735,'14211720
40.95814218,-76.61912225,'01540500
37.43188,-121.01382,'11274550
35.616993,-98.065332,'07239450
35.539499,-97.742544,'07239700
35.565615,-97.367258,'07241520
39.00989476,-121.82469,'11390500
35.61780874,-106.3244705,'08317400
46.14604028,-111.42052,'06054500
40.90829296,-109.422914,'09234500
31.71542973,-100.0264755,'08126380
46.994665,-112.0111108,'06066500
39.13276047,-109.0270546,'09163500
