"Variable","Group","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sept","Oct","Nov","Dec","TotalImp"
"DRAIN_SQKM","Hydrology",0.0848175602066216,0.244052141524498,0.279431084306818,0.511621360648872,1.22781887808341,3.30463266427243,5.16703525802579,7.03695179637436,4.63012335499846,0.993735881393079,0.158785442092867,0.0479893810247941,23.686994802952
"PPTAVG_SITE","Climate",1.12408523614084,0.62448124580762,2.17218284735974,1.85993415821835,0.235116519408637,0.273236062568567,0.802905192268085,0.694866110807664,0.626471475172836,0.397844543900243,0.347579556591545,0.594184013927656,9.75288696217178
"RH_SITE","Climate",0.422513932778057,0.214334192787359,0.61360644784712,0.689070980285419,0.445971340180422,0.711457749591134,0.68956661514591,1.81526508852213,0.911459601962792,0.0958088673592003,0.100778876035944,0.384456935116664,7.09429062761216
"SNOW_PCT_PRECIP","Hydrology",12.7499238947214,20.6274359422059,15.1368330949761,9.54946256979802,11.124571516766,8.52891816813117,8.45309405404494,13.0032113709748,13.3754694010209,22.2934555166861,10.9203929914176,10.0347961337822,155.797564654525
"PRECIP_SEAS_IND","Climate",1.13692529752122,0.939296202485451,0.549415630752928,0.350890039933414,0.74114199097938,0.281535204007846,0.516633714863228,0.502906320831612,2.26023459460892,12.3302170151144,0.769068050317638,1.30785133754206,21.6861153989581
"JAN_PPT7100_CM","Climate",0.559988470011843,0.487334476110125,1.07794316087362,2.80651018445876,0.875844264445329,0.246212187497605,0.735673415423428,0.417548305072202,0.736313535049953,1.21807004299246,0.753380672544662,0.759428740265161,10.6742474547451
"JAN_TMP7100_DEGC","Climate",75.1534152788256,69.5183560944207,71.7862664447583,73.9557195835237,63.2277452829135,57.3430288713771,46.0091848351848,45.5851993121085,51.0527155939958,43.5165701511596,78.9226234069128,81.6065741644242,757.677399019604
"BFI_AVE","Hydrology",0.600484987390241,0.416492012712621,0.397885670011034,0.284360538907174,1.12092850751939,6.04235198718746,11.7125956011838,12.1870424096106,9.03203266252952,7.31320731340914,1.31143150930676,0.221452431203774,50.6402656309715
"STOR_NID_2009","Human",0.374622577391075,0.893452476956152,0.695242371311677,1.1594595030913,3.70165248670461,6.56187630612295,8.67095589773589,5.18040502586533,3.76183365935465,3.20303891224251,0.564795927439235,0.196418604775414,34.9637537489908
"FORESTNLCD06","Watershed",0.065936880935544,0.295143745930779,0.431290714595303,0.631318647635816,0.735357046365431,1.28294284864438,0.224838269065079,0.626834475703243,0.420482072382082,0.131404196209714,0.0780554163769909,0.126959710094809,5.05056402393917
"PLANTNLCD06","Human",0.00515844514368086,0.149639951473328,0.289826864375129,1.64135113396834,2.77776359032922,3.23254543263621,4.31923331961322,1.65435493129462,1.21900405002866,0.60061119711909,0.117520773131649,0.0701947723538391,16.077204461467
"WETLANDSNLCD06","Hydrology",2.62116379689658,1.59055512556184,1.16625239362633,0.684708245802787,0.680730054734322,1.32404252021487,1.07681251868564,0.770319897303729,0.60032898390085,0.869333539974027,1.24994082004958,1.26532615309466,13.8995140498452
"MAINS100_FOREST","Watershed",0.326548020110348,0.47697354090816,1.13914601233529,1.3035915014272,1.73863387375711,1.23930186408545,3.19920536587507,2.94546532889392,3.31545238304511,1.94235138756533,0.488808665737006,0.521936478074935,18.6374144218149
"IMPNLCD06","Human",1.35714392173922,0.816854698101278,1.05242051735052,1.28916262074399,0.802332667415382,0.440458391264665,0.375051577390638,0.230624932631152,0.366813648054611,0.299389810296014,0.224199846078427,0.770864268852308,8.02531689991821
"AWCAVE","Hydrology",0.432381744344866,0.360352511709769,0.438821009820211,0.138202170398395,0.130404639142646,0.463410969896485,0.365447074438395,0.015615278841596,1.10663972414488,0.678986836946687,0.175122653027734,0.311941082023022,4.61732569473469
"PERMAVE","Watershed",0.411466792939836,0.254940943889759,0.267396099804699,0.144977216515511,0.269274674399126,0.21470979340309,0,0.22970556094082,0.201327351745101,0.0570811330308081,0.17322427824915,0.173222731853904,2.39732657677181
"WTDEPAVE","Hydrology",0.359380841240605,0.466598656904037,0.355862818200634,0.110612298719576,0.427980358882099,0.392442372962321,0.477669067903838,0.51124763007205,0.307633518485985,0.110904094690429,0.20601496498225,0.198244255592205,3.92459087863603
"ROCKDEPAVE","Watershed",0.358810203668316,0.412823743641112,0.946474886815339,0.150432001089317,0.2652546908121,0.196748554205353,0.147134585448903,0.29676843414749,0.36306575356191,0.594407364781044,1.83785269488603,0.566146824551466,6.13591973760838
"ELEV_MEAN_M_BASIN","Watershed",0.950667847304483,0.351256424660438,0.159841752392965,0.344761404436929,0.954888327894957,0.928016886708807,0.900937709589236,0.722947558223426,0.217254244211877,0.327414503182821,0.678509886825892,0.605629265130851,7.14212581056268
"SLOPE_PCT","Watershed",0.371580229616595,0.442413005842646,0.815182451060792,2.19899815835283,8.29241132159104,6.1911941651685,3.7557978055573,4.54598222640763,4.44199336959365,2.25981670601507,0.739678442305971,0.154141333476255,34.2091892149883
"ASPECT_NORTHNESS","Watershed",0.147633915523048,0.249926287948271,0.0761725507656687,0,0,0.107400132834346,0.0329547946813577,0.243880507920967,0.281394127811353,0.0488710975583604,0.134990122169594,0.0370409255296002,1.36026446274257
"ASPECT_EASTNESS","Watershed",0.148908927125631,0.100730872351203,0.0979679319865135,0.149223505669919,0,0.433577245124228,1.53642978489537,0.602675495457071,0.628695057328867,0.400694388253861,0.0472450035206234,0.00538486330252556,4.15153307501581
"Q_val","Hydrology",0.236441198424298,0.0665557060669289,0.0545372446733401,0.0456321763743829,0.224177967675865,0.259959622095025,0.830843542980067,0.180182001995164,0.143261837011201,0.316785500120091,0,0.03981559400774,2.3981923914241
